Timestamp,Depth
14:52:43.282,-0.090766
14:52:43.293,-0.22437884
14:52:43.303,-0.052879795
14:52:43.314,-0.16469997
14:52:43.324,0.04120411
14:52:43.334,0.07028006
14:52:43.344,0.32729757
14:52:43.354,0.111800656
14:52:43.364,-0.03857499
14:52:43.374,0.083553925
14:52:43.384,0.1235204
14:52:43.394,-0.047242206
14:52:43.404,-0.013105287
14:52:43.414,0.03408757
14:52:43.424,0.080238305
14:52:43.435,0.07220329
14:52:43.444,-0.005887164
14:52:43.455,0.031147955
14:52:43.464,0.18406987
14:52:43.473,0.076313
14:52:43.483,0.07185062
14:52:43.493,0.26108912
14:52:43.502,0.004396756
14:52:43.512,0.18987055
14:52:43.522,0.178049
14:52:43.532,0.22975965
14:52:43.542,0.0087593505
14:52:43.552,0.3357374
14:52:43.562,0.36978132
14:52:43.572,0.17305082
14:52:43.582,0.006137893
14:52:43.593,0.11462431
14:52:43.603,0.4319584
14:52:43.614,0.94698596
14:52:43.624,1.2818034
14:52:43.634,0.77772987
14:52:43.644,0.3966213
14:52:43.654,0.41472852
14:52:43.664,1.1275669
14:52:43.675,1.1442907
14:52:43.684,1.5586779
14:52:43.694,1.2063662
14:52:43.704,1.3576058
14:52:43.714,1.9522889
14:52:43.724,1.7298024
14:52:43.734,1.7252259
14:52:43.744,3.2956984
14:52:43.754,3.1488762
14:52:43.765,2.7907274
14:52:43.776,3.3282664
14:52:43.784,1.0323122
14:52:43.795,-1.7736282
14:52:43.804,-3.2206
14:52:43.814,-4.8020906
14:52:43.825,-3.799273
14:52:43.834,-6.1166897
14:52:43.846,-9.690402
14:52:43.855,-9.919596
14:52:43.865,-6.140307
14:52:43.875,4.7605014
14:52:43.884,2.1495297
14:52:43.895,-5.964341
14:52:43.905,-3.1389494
14:52:43.915,-1.6889926
14:52:43.925,-2.0350428
14:52:43.935,-3.2473814
14:52:43.945,-2.831495
14:52:43.955,-2.3474262
14:52:43.965,-2.1040978
14:52:43.975,-0.20194128
14:52:43.985,0.38729468
14:52:43.995,0.72190773
14:52:44.005,0.6083715
14:52:44.015,1.474949
14:52:44.025,1.8029803
14:52:44.035,1.0994884
14:52:44.045,1.2032834
14:52:44.055,1.3902056
14:52:44.065,1.5770029
14:52:44.075,1.3227079
14:52:44.085,1.1537908
14:52:44.095,1.4037075
14:52:44.105,1.0762877
14:52:44.115,0.72896695
14:52:44.125,0.66285866
14:52:44.135,0.9084234
14:52:44.145,0.31118736
14:52:44.156,0.6930644
14:52:44.166,0.92823195
14:52:44.175,0.53847325
14:52:44.185,0.6844692
14:52:44.195,0.9682603
14:52:44.205,0.2084597
14:52:44.216,0.5820981
14:52:44.226,0.73315066
14:52:44.236,0.8170845
14:52:44.245,1.2155836
14:52:44.256,1.5205764
14:52:44.268,2.2198482
14:52:44.277,1.9227114
14:52:44.285,3.2086275
14:52:44.296,3.2570078
14:52:44.305,2.1092198
14:52:44.315,3.5630517
14:52:44.325,0.7046648
14:52:44.336,-1.8436604
14:52:44.346,-2.9915705
14:52:44.356,-5.5826488
14:52:44.366,-5.770778
14:52:44.376,-7.3821316
14:52:44.385,-15.318571
14:52:44.395,-4.449024
14:52:44.406,7.150592
14:52:44.416,2.0870821
14:52:44.426,-8.565828
14:52:44.436,-1.7066233
14:52:44.446,-0.9541843
14:52:44.455,-2.489545
14:52:44.467,-4.1422
14:52:44.479,-3.1676433
14:52:44.486,-1.4596362
14:52:44.499,-1.4908879
14:52:44.506,-0.8306788
14:52:44.515,-0.16439557
14:52:44.526,0.0033578137
14:52:44.536,0.44443688
14:52:44.546,0.777858
14:52:44.557,0.15718153
14:52:44.566,0.2967441
14:52:44.576,0.32458064
14:52:44.586,-0.24920434
14:52:44.596,-0.06885777
14:52:44.606,0.7018642
14:52:44.616,1.0006839
14:52:44.625,0.80008435
14:52:44.636,1.3922706
14:52:44.646,1.1361785
14:52:44.656,1.0701821
14:52:44.668,1.0733004
14:52:44.679,0.9357977
14:52:44.689,0.98581475
14:52:44.695,0.70348793
14:52:44.706,1.3659275
14:52:44.716,1.4304386
14:52:44.726,1.6856697
14:52:44.736,1.2670807
14:52:44.746,0.98431724
14:52:44.756,1.1105483
14:52:44.766,0.90268266
14:52:44.776,1.7328758
14:52:44.787,1.3945956
14:52:44.797,0.7525095
14:52:44.806,1.3204052
14:52:44.816,2.3334293
14:52:44.827,2.3047822
14:52:44.837,2.2179565
14:52:44.847,2.4783013
14:52:44.856,2.067671
14:52:44.867,2.8536677
14:52:44.877,0.9547176
14:52:44.889,-3.0697768
14:52:44.897,-4.4929247
14:52:44.907,-6.246626
14:52:44.917,-6.114278
14:52:44.927,-14.938766
14:52:44.940,-13.185289
